id,parent_id,summarized,text,length
fqwet0v,glam2m,1,Honestly I think I'd be proud to be Slytherin hahah,11
e5y9mfc,9fobqy,0,Pottermore says I'm a Puff,6
ewpmc3b,cpg961,1,Like Harry Potter.,4
djpopni,6kwasr,1,"Hufflepuff, Stark , Neutral Good.",7
dlbfsev,6sa3z9,1,Definitely Hermione Granger.,4
e5y5czw,9fobqy,1,Gryffindor.,2
dey1103,5zc3pc,1,Harry Potter is for everyone.,6
djpfe9k,6kwasr,0,"ESTJ, Hufflepuff, House Tyrell, Aries",8
enpakmu,bp627o,0,Bonus points for Slytherin and Harry Potter.,8
e5y4vf3,9fobqy,1,"Gryffindor, surprisingly enough!",5
dt6uqrq,7so2oe,1,Earthbound.,2
e16ggll,8tcpsj,0,Half life 3,3
eysi9pn,cyjlji,1,Hard Half Life.,4
ecovlsw,aa46d6,1,Earthbound is pretty bomb.,5
dovb9e6,78mjb8,0,"My only exposure to Half-Life is playing HL2 on the Orange Box for Xbox 360, it was pretty good at the time",25
detpehy,5yvnyy,0,Will half-life 3 be coming out soon?,10
e0t0dja,8rhyf7,0,Half life 2 is soooo good,6
ehmc5pp,awf09j,0,"Half Life 2 isn't that great a game, and horror movies are a waste.",17
e2kr7ck,8zotib,1,Earthbound is a great one.,6
dtz7n06,7w9erv,0,Earthbound and Half-Life 2,6
fs9bw9c,gsvq7q,0,Good universities,2
eupe5e4,ch5850,1,UBC has a fairly low tuition for domestic students compared to other Canadian unis.,15
fo5bv1h,g5st76,0,"Yale, Princeton, Columbia, MIT, Wharton",9
e6b0y8z,9hdd3f,0,What uni do you go to?,7
dkqfq3d,6pm9ud,1,wbu?,2
e2gdfwr,8z5k4r,0,University of Michigan - Ann Arbor?,7
ds4ezac,7ntmkd,0,"Last thing I googled was ""top universities in Canada"".",12
e3e7nnc,93lqd9,1,Wbu?,2
e4diyld,982h5n,1,One friend casually mentioned UMass.,6
dl1taf0,6r2eyg,1,Wbu?,2
e8hjhu1,9rhj3p,1,There are some places that host “missed prom night” parties for people who never had a chance to go or for people who just want to dress up.,31
dfegxgj,61goeq,1,I regret not going to mine.,7
e922m8y,9u6h7z,1,I didnt even show up to class then I dropped out without telling anyone.,16
dl8j9te,6rxllg,1,Done everything except prom because there was no such thing at schools in my country!,16
dochj88,76a3fb,1,"Boring, I wish I could go to a homecoming dance.",12
dwk4s17,88f6g3,1,Didn’t go to prom.,6
dgt4l0f,67t9f4,1,Prom really isn't going to matter much years into your life.,13
dwpl9wj,88sxi0,0,I didn't go junior year and went senior year by myself,12
dxsv65q,8e6vu6,1,Why would you waste money going to prom if you plan on ditching it anyway?,16
e7l6gjm,9n9aoy,1,So I didn’t go to school today.,9
