id,parent_id,summarized,text,length
e5ygv8i,9fjwji,1,It's never too late to learn.,8
fhl075u,f3pydf,1,It’s never too late to learn!,8
djzca4z,6m5bh0,1,It's never too late to learn.,8
e2vau7p,90y074,1,It's never ever too late to learn anything.,10
hca09nz,plau2r,0,Never too late to learn!,6
dkp5c8m,6pd5kj,1,It's never too late to learn!,8
g8rv7zt,jat9ei,1,It's never too late to learn,7
dt4he87,7sgahh,0,It's never too late to learn.,8
fd09ddm,ejs7cz,1,It is never too late to learn!,8
fna64zw,g0crc7,0,"Never too late to learn, good for you!",10
etvgv6a,cdmcr1,0,Bohemian rhapsody by queen,4
etvgn22,cdmcr1,0,Bohemian Rhapsody by Queen,4
etuxxps,cdmcr1,1,Bohemian Rhapsody- Queen.,4
euev88s,cdmcr1,0,Bohemian rhapsody by queen,4
ei4mh5i,ayyia4,0,Bohemian Rhapsody by Queen!,5
etweus6,cdmcr1,0,Bohemian Rhapsody by Queen.,5
etw3ogd,cdmcr1,0,Bohemian Rhapsody by Queen.,5
dzxh1rg,8np1ym,0,Bohemian Rhapsody-Queen,4
etwlg66,cdmcr1,0,Bohemian Rhapsody by Queen!,5
etw0ab4,cdmcr1,0,bohemian rhapsody!!,4
demymt2,5y3q3n,1,I'm doing pretty well.,6
dhj7w80,6azmkf,0,I'm doing pretty good,5
dj3nftl,6hwnna,0,I'm doing pretty good,5
diyxmwl,6hf3fl,0,I'm doing pretty good,5
diioo35,6fjl9k,1,I'm doing pretty well!,6
dlifcaw,6t6da1,1,I'm doing okay.,5
dgt2snn,67t8bt,1,I'm doing quite well.,6
dfljvhz,62chsa,0,I'm doing pretty good,5
dxly2et,8dbxqu,1,Im doing pretty good.,6
dt91if1,7t0tf7,1,I am doing great.,5
h7126on,ouaj74,1,Excellent.,2
dx4yzfk,8b7ld9,1,Excellent.,2
ep0qy6k,btnnye,1,Excellent.,2
ehzd0xa,aya9sa,0,Excellent.,2
f5aaedl,dncoi1,1,Excellent.,2
f8v0wej,e2evj3,1,Excellent.,2
erpcj86,c38lfj,1,Excellent.,2
dwfbzbf,87t6th,1,Excellent.,2
h68yesh,oq1lh4,1,Excellent.,2
hit:6522_conv:13044_uttr:2,hit:6522_conv:13044_uttr:1,1,Excellent.,2
f27lx9v,dcd35p,1,Love you,2
f32mzop,dfad83,0,Love u,2
fc4pbph,efuxsl,0,Love you,2
g74ffz5,j201uk,0,Love you,2
gfn6l1d,kbw7jj,0,LOVE U,2
fkijnjv,dstewp,0,love you,2
g6gr4e3,iz0til,1,Love u,2
fcxetc6,eiapch,0,Love you,2
et5ffuh,c9zt5g,1,Love ya,2
fluw0bb,fr73de,0,Love you,2
dnyyju0,74k5vm,1,Bless you.,3
fgrwc4z,f010qn,0,Bless you.,3
ghpaf2v,ko43wi,1,bless you.,3
eu2npgk,ceed2a,1,Bless you,2
e3i4qul,93zvrq,1,Bless you.,3
drq2tux,7lykxz,1,Bless you,2
fr2yn2k,gm6p9a,0,Bless you,2
hdwp4ba,pt93vf,1,Bless you.,3
eiyujyv,b3bl4t,0,Bless you,2
f8sxl19,e20erz,0,Bless you,2
h13il6a,nvi69s,1,Well done OP.,4
fqtdsd9,gkctny,1,"Well done, OP.",5
eg5chaw,ap2o6h,1,Well done OP.,4
glgxfka,l93g5d,0,Well done OP,3
hclwa98,pn06cr,1,Well done OP.,4
ea6abal,9z44wn,1,Well done OP.,4
fhqg6lg,f4dsyu,1,Well done OP.,4
eu3pchz,ceed2a,1,Well done op.,4
e9ou1rx,9wy0mq,1,Nicely done OP.,4
duatn0q,7xr687,1,Nicely done OP.,4
f6semo3,dso9ih,1,Fantastic!,2
f0r5vch,d5mqkn,0,Fantastic!,2
hit:8314_conv:16629_uttr:2,hit:8314_conv:16629_uttr:1,1,Fantastic!,2
dy3apk3,8ff434,1,Fantastic!,2
fqvnhg8,gl56vd,1,Fantastic!,2
df6ghxr,60h7h8,1,Fantastic!,2
fix4b28,facf1h,0,Fantastic!,2
g23od3l,icjn00,1,Fantastic!,2
f1ehyfg,d8zq07,1,Fantastic!,2
fmpj6e3,fwl4a5,1,Fantastic!,2
g0fffk3,i3wnh3,0,Happy for you.,4
dip1vkv,6fy3il,0,Happy for you.,4
g2x0w61,igs7xm,0,happy for you,3
fku973j,fkkdz5,0,Happy for you,3
hf1i9o0,pzk8fc,1,Happy for you,3
g8rig90,jasvxk,1,Happy for you,3
dvcnepx,82rer1,0,Happy for you,3
ex5r0rx,crb8rk,0,Happy for you,3
dmj2b3w,6xsz10,1,happy for you,3
gxnnoiy,n8xtyw,1,Happy for you.,4
dd3sbq7,5r1se9,1,Never again,2
gv355j4,mtq97e,0,Never again,2
fm2yg6r,fsiahx,1,Never again.,3
ddxpl5q,5ux0hp,1,Never again.,3
fj2f7yo,fb27d9,1,Never again.,3
h799qe2,ovans0,1,Never again.,3
diq1d56,6ggaj8,1,Never again,2
f5aypv8,dnhb4c,1,Never again,2
dd3sbqp,5r1se9,1,Never again,2
e7t6n5z,9o6vmv,1,Never again.,3
