id,parent_id,summarized,text,length
eui4asy,cgdjhf,0,You’re breathtaking!,4
euh8nw9,cgdjhf,0,You’re breathtaking!,4
euhj3fd,cgdjhf,0,You're Breathtaking!,4
euhdche,cgdjhf,0,You're breathtaking!!!,6
etk43px,cbv9tj,0,You're breathtaking!,4
fjx1vd0,ff8tju,0,You're breathtaking!,4
etkdp8a,cbv9tj,0,You're breathtaking!,4
eyy890u,cz6j16,0,you're breathtaking!,4
eve1u5o,cjbm8w,0,you're breathtaking!,4
eui82zh,cgdjhf,0,You’re Breathtaking!,4
dl3xlfx,6rbk3v,0,What is your dream job?,6
dnoy8a7,73ak3k,1,What's your dream job?,6
ekkeqbz,bbphcf,0,What's your dream job?,6
dprwcf5,7cqnja,1,What's your dream job?,6
fr4ieqd,gmmxy3,1,What is your dream job?,6
f19qu7n,d8do0x,0,What's your dream job?,6
diisqlb,6fk11n,1,What's your dream job?,6
ffjg0z9,etz13r,0,What is your dream job?,6
fec8k43,eo6r7p,0,So what is your dream job?,7
fvaxafg,hbt7ah,1,What is your dream job?,6
gg5euj3,kewzos,1,Like wtf.,3
efhqc1k,alx6ux,1,Like wtf.,3
fsf2i34,gtrsqf,1,Like wtf,2
fgjc535,eyugqr,1,Like wtf.,3
edsvczt,aeuywn,1,Like wtf.,3
e0zr0wq,8sb3o7,1,Like WTF.,3
e8k2r6w,9rvwxd,1,Like wtf.,3
dwbvmkh,87at3u,1,Like WTF.,3
eznsm13,d1n3c4,1,Like wtf.,3
gf9hqbc,ka878w,1,Like wtf,2
dkrrodm,6pp7dw,1,Sending love.,3
eb2gyrc,a2wrlc,1,Sending love.,3
elrf65j,bh85jy,1,Sending love .,3
gw461e8,mzvlfm,1,Sending love.,3
ewlwgjz,coxly7,1,Sending love.,3
e1n0k1v,8vfju3,1,Sending love.,3
fj0bdjp,fapax0,1,Sending love.,3
fknvch8,fjmqav,0,Sending love.,3
ed6ade2,ac9u1e,1,Sending love.,3
dngnga0,728q4a,1,Sending love.,3
ftalv9g,gyeyz5,0,Nope!,2
ea5jza5,9ys6zs,1,nope!,2
e0i5g28,8qbw9d,1,Nope!,2
exco0fh,cs4vgm,1,Nope!,2
dv4q4la,81s5ip,1,Nope!,2
e7qdl7a,9nzx3p,1,Nope!,2
dmq3mqu,6yqi6r,0,Nope!,2
dfsvc7m,639zqc,1,Nope!,2
gmyeztw,lholfz,1,Nope!,2
ec90pqe,a89b18,1,Nope!,2
e0tbueh,8rp1fa,1,Keep up the good work.,6
exznvgr,cum3uq,1,Keep up the good work.,6
evo8myk,ck75je,1,Keep up the good work.,6
eu7tlj9,cf6s9n,1,Keep up the good work.,6
eynrnra,cxmn0d,1,Keep up the good work.,6
gbu9hjz,jrlqgp,1,Keep up the good work.,6
dz57ud9,8k6kxt,1,Keep up the good work.,6
fizm64o,fapm7c,1,Keep up the good work.,6
hkvrkcy,qvbimo,1,Keep up the good work.,6
f0nqnpd,d5mqkn,1,Keep up the good work.,6
eyvfaw0,cyy741,1,Ask questions.,3
e6hu3a5,9i92tv,1,Ask questions.,3
ddbf8ob,5rznep,1,ask questions.,3
fs3jzqz,gs8gr8,1,Ask questions.,3
f9d7264,e4msui,0,Ask questions.,3
e15zppd,8t9nj7,1,Ask questions.,3
g0b1t03,i38sln,1,Ask Questions.,3
dxm7s0r,8dcdzs,1,Ask questions.,3
e4n4gsu,99f2bp,1,Ask questions.,3
gye4gtk,ne2os4,1,Ask questions.,3
gn1jl2p,lhwtpc,1,Everything.,2
fpnlqyv,ge3pmz,1,Everything.,2
dlk1jrx,6tefbe,0,Everything.,2
e2tgnzi,90v5sn,0,Everything.,2
e7ns1bc,9nnkv3,0,Everything.,2
du2i8dg,7wqxyn,1,Everything.,2
e2lbcah,8ztgy7,1,Everything.,2
gustsce,msidyl,1,Everything.,2
dnke0uh,72jzlc,1,Everything.,2
hc6ip8m,pksqrn,1,EVERYTHING.,2
esmkzex,c8e688,1,Welcome!,2
dug4776,7yet32,0,Welcome!,2
e8ynx8p,9trsjb,0,Welcome!,2
dugn448,7yet32,1,Welcome!,2
eu3e4qn,celgch,1,Welcome!,2
dch2s5y,5o48i2,1,Welcome!,2
ftg70zc,gz642q,1,Welcome!,2
e4oimaz,99ex2s,1,Welcome!,2
fw2ul60,hg5d39,1,Welcome!,2
gzgj87w,nkh8wg,0,Welcome!,2
dcj31ik,5og66h,0,I'm so happy for you!,7
ehd36wz,av7b39,0,i’m so happy for you!,7
fsuyjqe,gwhrc6,0,I’m so happy for you!,7
edratw0,aelh9q,0,I am so happy for You!,7
e1wvwuc,8wng16,0,I'm so happy for you!,7
hit:5859_conv:11718_uttr:2,hit:5859_conv:11718_uttr:1,0,I am so happy for you!,7
e6djxwf,9hnam6,0,I'm so happy for you!,7
g2o4mix,ifgm3q,0,I’m so happy for you!,7
ex54lzk,crb8rk,0,I'm so very happy for you!,8
e5bpi6v,9clhmd,0,I'm so happy for you!,7
