id,parent_id,summarized,text,length
e5x4l9n,9fkh61,1,I pretty much do everything alone.,7
e8twrrk,9t60eu,1,Solo stuff is super fun.,6
gzxmvi7,nny2x9,1,I like my solo activities.,6
ew4lpdz,cmpkyj,1,I personally love going places alone.,7
hi2pzto,qfwtq9,0,I love doing everything alone!,6
dovbh4o,78ngjw,1,Doing things solo is awesome.,6
euc7tyn,cfsij0,1,Some of my favorite activities are things I do alone.,11
di89awh,6e7z2w,1,I prefer to do a lot of things alone honestly.,11
h3doj7o,o9odnz,1,I love rolling solo.,5
e5zwxye,9fx7kk,1,I like doing things alone though.,7
f8bldws,e02rsy,1,"Ahhh, congrats!",4
g84tspl,j7gg2z,1,Ahhh congrats!!,4
gh27qo5,kkfyg6,1,"Ah, congrats!",4
fb2rey3,eb137p,1,Ahh congratulations!,3
hkawms9,qrwkiv,0,"Yay, congrats!",4
ezin4c5,d185my,0,"Woow, congrats!",4
fawbg05,ear20d,1,Ahhhhh congrats!,3
h42onf2,odksb1,1,Ahh congrats!!,4
f9sweow,e6slrb,1,"Oh wow, congrats!",5
eyiec09,cwz0w4,1,Ahhhhh congratulations!,3
ebl2bzy,a58whj,1,I’m curious.,4
e9soe2h,9xgm3s,0,I’m curious,3
dku14x0,6pzfrk,0,Im curious,3
eei3ee4,aht6sk,1,I'm curious haha,4
dtjk0s9,7ucqpl,1,I'm curious.,4
hid9zcl,q6lwdb,0,I'm curious,3
eu2l8u0,ceh8au,1,I’m curious!,4
dhce1wy,6a7skp,1,I'm curious!,4
e15gtqx,8t7zze,1,I'm curious though.,5
dktkgq1,6pzfrk,0,I'm curious.,4
fhi73tq,f3765v,1,What a great idea and ramen is the best imo.,11
g3f0wzv,ijkst3,0,we're about to have ramen right now!!,10
fhhq4g6,f3765v,1,Hope you enjoy your ramen,5
hit:8550_conv:17100_uttr:2,hit:8550_conv:17100_uttr:1,0,"While ramen is amazing, I agree, it might be time to try something new.",17
fhhckto,f3765v,1,Enjoy that ramen!,4
f02i6yo,d3ftm1,1,"Ramen, baby!",4
fhitvw2,f3765v,0,"lol I also love ramen and in similar situation as you, I'm gonna eat ramen too today, spicy one",23
fkhdt9b,fij0zg,0,Ramen.,2
evoej36,ckkev3,0,Ramen for me,3
fhhaxly,f3765v,1,Ay ramen is great!,5
e7tu11a,9oesrn,0,Dexter!!,3
dng1ssh,725hy8,1,Dexter.,2
dmc1ekk,6wzzf4,0,Dexter.,2
drsbhq6,7m9hg8,0,Dexter for me,3
e07n5f6,8oxfmy,1,I like the first season of Dexter too.,9
g3di804,ijfp8q,0,Dexter is a killer show.,6
dqqmx4l,7hepo9,1,Dexter.,2
ddwmyhm,5uq5jr,1,Just finished the first season of Dexter.,8
f2bx29t,dcvpva,0,Dexter Sons of Anarchy,4
gv6c09o,muissc,0,Sons of Anarchy,3
