id,summarized,text,root,length
cxb765,0,I got the job!,get,5
j3adi5,0,I GOT THE JOB!,got,5
99ehr7,0,I GOT THE FUCKING JOB!,got,6
9lqt5r,0,I got the job!,get,5
f89jlh,0,I GOT THE JOB!,got,5
f6hah5,0,I Got The Job,got,4
ayraer,0,I got offered the job!,offer,6
759dl4,0,I got the job!,get,5
dgw1p5,0,I got the job.,get,5
dyjmz0,0,I GOT THE JOB YESSSS,got,5
o6qg3y,0,I’m finally happy,be,4
e16dks,0,I'm finally starting to feel happy again!,start,9
mr8lry,0,I’m actually happy again.,be,6
7zrfr9,0,I finally feel happy.,feel,5
aixp0l,0,I’m finally happy,be,4
acrrhb,0,i’m finally happy,be,4
noxg1z,0,I’m finally happy.,be,5
cxlyeq,0,I’m finally happy,be,4
ai9spj,0,I'm Finally Starting to Feel Excited and Happy Again,start,10
k9lp8m,0,I’m finally feeling happy,feel,5
cuukh6,0,What is everyone doing??,do,6
fojdgg,0,What is everyone doing right now?,do,7
5zbzb8,0,What's everyone doing today?,do,6
9jfx1s,0,What are you guys upto today?,upto,7
9992q4,0,What are you doing tomorrow?,do,6
72jpkz,0,What’re you up to today?,be,7
pxb2vm,0,What are you doing today?,do,6
6lix2s,0,What’s everyone else doing tonight?!,do,8
6ikfyh,0,"Hey guys, what are you doing today?",do,9
61aewe,0,What is Everyone doing tonight?,do,6
88502s,0,Feeling GOOD,feel,2
knpaaz,1,Feeling really happy,feel,3
652cpd,0,Feeling greatful,feel,2
iehwjb,0,Feeling Good,feel,2
htz5xc,0,Feeling good,feel,2
csbjf5,0,Feeling really happy,feel,3
6tsoj6,0,Feeling good.,feel,3
g6xwpi,0,Feeling happy and content,feel,4
d6ou9p,0,Feeling happy,feel,2
bbrr5d,1,Feeling good.,feel,3
bf90fr,0,What kind of music do you guys listen to?,listen,10
6tjcsn,0,What kinds of music do you listen to?,listen,9
9rhuj6,0,What kind of music do you like?,like,8
6ktfs2,0,What music genre do you listen to?,listen,8
f92ke8,0,What type of music do you like?,like,8
arls4o,0,What do you like to listen to?,like,8
chq2ti,0,"So, what type of music do you guys listen to?",listen,12
gl4v3i,0,What kind of music do you like and what's your favourite?,like,13
6v7z56,0,What music do you guys listen to?,listen,8
9tcayq,1,What kind of music do you listen to?,listen,9
6po8d0,1,We could talk about anything.,talk,6
d0qz6k,1,We can talk about anything.,talk,6
c99d8s,0,We can talk about anything.,talk,6
6ptyug,1,Let's talk about anything!,let,6
5rha5i,1,Let's chat about anything.,let,6
7fjkge,1,Let's discuss anything!,let,5
5mxayu,1,Let's talk about anything,let,5
aai65g,0,Lets talk about anything!,talk,5
6pu0u7,1,Let's talk about anything!,let,6
8qd67a,1,Let's talk about anything.,let,6
qzkjs9,0,Making friends?,make,3
be3m6f,0,Making friends,make,2
j59mjv,0,Making Friends?,make,3
a0ee41,0,Making friends,make,2
5zo3yp,0,Making friends,make,2
akbd4h,0,Making friends,make,2
af765m,0,Making friends,make,2
ml6ciw,0,Making Friends,make,2
9iqy8t,0,Making friends,make,2
8ayns9,0,Making new friends?,make,4
7ikhj2,0,How do you guys manage anxiety?,manage,7
91k8pr,0,How to deal with anxiety?,deal,6
cg1zqi,0,How does everyone here deal with anxiety?,deal,8
ev0mnm,0,Having trouble with anxiety,have,4
9cwiww,0,How do you deal with nervousness/anxiousness?,deal,9
pnhmgw,1,How do you guys deal with intense anxiety?,deal,9
ow90fh,0,How do you handle your anxiety?,handle,7
j6m2la,0,How do you deal with anxiety?,deal,7
8vv9ic,0,How do you deal with anxiety and panic attacks?,deal,10
83xhb4,0,I don’t know how to deal with anxiety,know,9
hit:8493_conv:16986_uttr:1,0,I just got a new dog!,get,7
hit:8525_conv:17051_uttr:1,0,Just got a new puppy!,get,6
ispztm,0,I just got my very first dog since moving into my own place!,get,14
9albz2,0,We adopted a dog today !!,adopt,7
hit:1722_conv:3445_uttr:1,0,I got a new puppy yesterday!,get,7
5wyvcq,0,I just got my first dog today.,get,8
hit:11378_conv:22757_uttr:1,0,I just got a new dog!,get,7
hit:7478_conv:14956_uttr:1,0,Just got my first dog!,got,6
70xnc8,0,We got a new dog today.,get,7
5k6omm,0,I bought a puppy today :),buy,6
9y9cop,0,How do you like your coffee?,like,7
exzoag,0,How do you like your coffee?,like,7
f4lj2t,1,How do you like your coffee?,like,7
l1au6t,0,How do you like your coffee?,like,7
6ityke,0,"Dear friends, how do you like your coffee in the morning?",like,13
785t7s,0,How do you like your coffee or tea?,like,9
772vmh,0,How do you like your coffee?,like,7
9eba3j,0,How do you like your coffee ?,like,7
7fpdaw,0,How do you like your coffee?,like,7
jkovmq,0,How do you like your coffee?,like,7
